Init complete
20898 10.00 7.44
20905 10.00 7.44
20913 10.00 7.62
20919 10.00 7.58
20926 10.00 7.55
20933 10.00 7.71
20940 10.00 7.66
20947 10.00 7.70
20955 10.00 7.74
20961 10.00 7.77
20968 10.00 7.70
20975 10.00 7.55
20982 10.00 7.53
20988 10.00 7.60
20996 10.00 7.57
21003 10.00 7.54
21010 10.00 7.61
21017 10.00 7.57
21024 10.00 7.64
21030 10.00 7.69
21038 10.00 7.64
21045 10.00 7.78
21052 10.00 7.80
21056 10.00 7.73
21063 10.00 7.02
21069 10.00 7.10
21076 10.00 7.16
21084 10.00 7.31
21091 10.00 7.33
21098 10.00 7.45
21105 10.00 7.53
21112 10.00 7.51
21118 10.00 7.59
21126 10.00 7.65
21133 10.00 7.60
21140 10.00 7.66
21144 10.00 7.71
21151 10.00 6.91
21158 10.00 7.20
21165 10.00 7.34
21172 10.00 7.45
21179 10.00 7.54
21186 10.00 7.61
21193 10.00 7.57
21200 10.00 7.73
21208 10.00 7.67
21214 10.00 7.62
21221 10.00 7.77
21228 10.00 7.70
21235 10.00 7.83
21238 10.00 7.84
21245 10.00 6.83
21253 10.00 7.04
21260 10.00 7.12
21267 10.00 7.18
21274 10.00 7.32
21280 10.00 7.34
21287 10.00 7.45
21295 10.00 7.82
21302 10.00 7.74
21309 10.00 7.86
21316 10.00 7.78
21323 10.00 7.71
21329 10.00 7.74
21334 10.00 7.68
21341 10.00 6.98
21348 10.00 7.16
21355 10.00 7.31
21362 10.00 7.42
21369 10.00 7.42
21377 10.00 7.52
21383 10.00 7.59
21390 10.00 7.56
21397 10.00 7.63
21402 10.00 7.68
21409 10.00 7.07
21413 10.00 7.24
21420 10.00 6.90
21427 10.00 7.01
21434 10.00 7.18
21441 10.00 7.33
21448 10.00 7.44
21455 10.00 7.53
21463 10.00 7.60
21469 10.00 7.66
21476 10.00 7.61
21483 10.00 7.67
21490 10.00 7.71
21497 10.00 7.75
21505 10.00 7.78
21512 10.00 7.71
21518 10.00 7.74
21525 10.00 7.77
21532 10.00 7.80
21539 10.00 7.72
21547 10.00 7.66
21553 10.00 7.80
21560 10.00 7.73
21567 10.00 7.67
21574 10.00 7.71
21578 10.00 7.65
21585 10.00 6.87
21593 10.00 7.07
21599 10.00 7.05
21606 10.00 7.22
21613 10.00 7.35
21620 10.00 7.37
21625 10.00 7.47
21632 10.00 7.00
21639 10.00 7.08
21646 10.00 7.25
21653 10.00 7.37
21660 10.00 7.39
21667 10.00 7.58
21671 10.00 7.55
21678 10.00 6.78
21685 10.00 7.00
21692 10.00 7.18
21699 10.00 7.32
21706 10.00 7.53
21710 10.00 7.60
21718 10.00 7.10
21725 10.00 7.35
21732 10.00 7.37
21739 10.00 7.38
21746 10.00 7.48
21753 10.00 7.47
21760 10.00 7.74
21767 10.00 7.68
21771 10.00 7.63
21778 10.00 6.94
21785 10.00 7.13
21792 10.00 7.28
21797 10.00 7.40
21804 10.00 6.85
21811 10.00 7.06
21818 10.00 7.23
21825 10.00 7.36
21832 10.00 7.47
21839 10.00 7.55
21847 10.00 7.62
21851 10.00 7.67
21858 10.00 7.25
21862 10.00 7.29
21869 10.00 6.57
21876 10.00 6.84
21883 10.00 6.95
21890 10.00 7.14
21897 10.00 7.29
21904 10.00 7.32
21911 10.00 7.43
21918 10.00 7.43
21923 10.00 7.43
21929 10.00 6.97
21937 10.00 7.06
21944 10.00 7.22
21951 10.00 7.36
21958 10.00 7.37
21965 10.00 7.48
21971 10.00 7.56
21979 10.00 7.63
21986 10.00 7.59
21993 10.00 7.65
21998 10.00 7.70
22004 0.00 7.08
22011 0.00 7.15
22019 0.00 6.93
22026 0.00 6.47
22030 0.00 5.83
22036 0.00 5.03
22040 0.00 4.58
22046 0.00 3.85
22053 0.00 3.55
22060 0.00 3.12
22067 0.00 2.86
22074 0.00 2.48
22080 0.00 2.17
22087 0.00 1.83
22094 0.00 1.65
22100 0.00 1.41
22108 0.00 1.13
22114 0.00 0.90
22121 0.00 0.72
22128 0.00 0.58
22132 0.00 0.37
22139 0.00 0.30
22146 0.00 0.24
22153 0.00 0.19
22160 0.00 0.15
22166 0.00 0.12
22173 0.00 0.10
22179 0.00 0.08
22187 0.00 0.06
22194 0.00 0.05
22200 0.00 0.04
22206 0.00 0.03
22212 0.00 0.03
22219 0.00 0.02
22222 0.00 0.02
22230 0.00 0.01
22236 0.00 0.01
22243 0.00 0.01
22249 0.00 0.01
22256 0.00 0.01
22263 0.00 0.00
22269 0.00 0.00
22277 0.00 0.00
22283 0.00 0.00
22290 0.00 0.00
22296 0.00 0.00
22303 0.00 0.00
22310 0.00 0.00
22315 0.00 0.00
22322 0.00 0.00
22329 0.00 0.00
22335 0.00 0.00
22342 0.00 0.00
22348 0.00 0.00
22355 0.00 0.00
22361 0.00 0.00
22368 0.00 0.00
22375 0.00 0.00
22381 0.00 0.00
22388 0.00 0.00
22394 0.00 0.00
22402 0.00 0.00
22406 0.00 0.00
22412 0.00 0.00
22419 0.00 0.00
22425 0.00 0.00
22432 0.00 0.00
22439 0.00 0.00
22446 0.00 0.00
22453 0.00 0.00
22459 0.00 0.00
22466 0.00 0.00
22472 0.00 0.00
22479 0.00 0.00
22487 0.00 0.00
22493 0.00 0.00
22498 0.00 0.00
22505 0.00 0.00
22511 0.00 0.00
22518 0.00 0.00
22524 0.00 0.00
22532 0.00 0.00
22539 0.00 0.00
22545 0.00 0.00
22552 0.00 0.00
22558 0.00 0.00
22565 0.00 0.00
22572 0.00 0.00
22579 0.00 0.00
22583 0.00 0.00
22590 0.00 0.00
22596 0.00 0.00
22603 0.00 0.00
22610 0.00 0.00
22617 0.00 0.00
22624 0.00 0.00
22630 0.00 0.00
22637 0.00 0.00
22643 0.00 0.00
22650 0.00 0.00
22658 0.00 0.00
22664 0.00 0.00
22669 0.00 0.00
22676 0.00 0.00
22682 0.00 0.00
22689 0.00 0.00
22695 0.00 0.00
22703 0.00 0.00
22710 0.00 0.00
22716 0.00 0.00
22723 0.00 0.00
22728 0.00 0.00
22735 0.00 0.00
22742 0.00 0.00
22749 0.00 0.00
22755 0.00 0.00
22759 0.00 0.00
22766 0.00 0.00
22773 0.00 0.00
22779 0.00 0.00
22787 0.00 0.00
22793 0.00 0.00
22800 0.00 0.00
22806 0.00 0.00
22813 0.00 0.00
22820 0.00 0.00
22827 0.00 0.00
22834 0.00 0.00
22840 0.00 0.00
22847 0.00 0.00
22853 0.00 0.00
22860 0.00 0.00
22866 0.00 0.00
22874 0.00 0.00
22880 0.00 0.00
22887 0.00 0.00
22891 0.00 0.00
22897 0.00 0.00
22904 0.00 0.00
22912 0.00 0.00
22918 0.00 0.00
22925 0.00 0.00
22931 0.00 0.00
22936 0.00 0.00
22942 0.00 0.00
22949 0.00 0.00
22956 0.00 0.00
22963 0.00 0.00
22969 0.00 0.00
22976 0.00 0.00
22982 0.00 0.00
22989 0.00 0.00
22995 0.00 0.00
23003 0.00 0.00
23010 0.00 0.00
23016 0.00 0.00
23021 0.00 0.00
23027 0.00 0.00
23034 0.00 0.00
23041 0.00 0.00
23048 0.00 0.00
23054 0.00 0.00
23061 0.00 0.00
23068 0.00 0.00
23074 0.00 0.00
23080 0.00 0.00
23087 0.00 0.00
23094 0.00 0.00
23100 0.00 0.00
23107 0.00 0.00
23111 0.00 0.00
23118 0.00 0.00
23124 0.00 0.00
23132 0.00 0.00
23138 0.00 0.00
23145 0.00 0.00
23152 0.00 0.00
23158 0.00 0.00
23165 0.00 0.00
23172 0.00 0.00
23179 0.00 0.00
23186 0.00 0.00
23192 0.00 0.00
23199 0.00 0.00
23203 0.00 0.00
23211 0.00 0.00
23218 0.00 0.00
23224 0.00 0.00
23231 0.00 0.00
23237 0.00 0.00
23244 0.00 0.00
23250 0.00 0.00
23258 0.00 0.00
23265 0.00 0.00
23271 0.00 0.00
23278 0.00 0.00
23284 0.00 0.00
23289 0.00 0.00
23297 0.00 0.00
23303 0.00 0.00
23310 0.00 0.00
23317 0.00 0.00
23323 0.00 0.00
23330 0.00 0.00
23335 0.00 0.00
23343 0.00 0.00
23349 0.00 0.00
23356 0.00 0.00
23363 0.00 0.00
23369 0.00 0.00
23376 0.00 0.00
23380 0.00 0.00
23388 0.00 0.00
23394 0.00 0.00
23401 0.00 0.00
23408 0.00 0.00
